# sadie@12k SILK oracle: ours vs ffmpeg-libopus indices (r1)
# mono, 120s, 20ms frames, VBR constrained, 48kHz, Application::Voip
# ours_frames=6000 ref_frames=6001
# sig: 0=unvoiced 2=voiced | per: LTP codebook | nlsf_i: 4=nointerp
# gains/ltp are 4 subframe indices; lag/contour only for voiced

=== second 3 (frames 150–199) ===
frame  side sig qoff gains[4]        nlsf_i lag  cont per ltp[4]         ltpscl seed bytes
 2591  R    1   0  [30, 4, 7, 9]   4       -    -   -   [-,-,-,-]   -     0   30
 2592  O    2   0  [39, 8, 2, 5]   4      51    7   1   [13,3,2,15]   0     0   35
 2592  R    1   0  [37, 2, 5, 4]   2       -    -   -   [-,-,-,-]   -     2   33
 2593  O    2   0  [44, 2, 3, 6]   4      52    3   0   [7,3,7,7]   0     0   30
 2593  R    2   0  [35, 4, 4, 4]   4      54    3   2   [0,1,0,14]   0     3   22
 2594  O    2   0  [45, 6, 0, 0]   4      57    3   2   [10,29,15,18]   0     0   27
 2594  R    2   0  [35, 6, 6, 3]   4      56    1   2   [2,2,28,3]   0     0   24
 2595  O    2   0  [43, 0, 3, 1]   4     147    3   2   [7,7,7,7]   0     0   43
 2595  R    2   0  [35, 1, 3, 2]   3      57    0   1   [0,12,15,14]   0     3   32
 2596  O    2   0  [50, 0, 0, 0]   4     229    3   0   [1,1,1,1]   0     0   31
 2596  R    2   0  [29,12, 4, 0]   1     137   18   1   [3,1,0,3]   0     0   34
 2597  O    2   0  [63, 4, 4, 4]   4     200    3   0   [1,1,1,1]   0     0   15
 2597  R    1   0  [29, 3, 1, 4]   4       -    -   -   [-,-,-,-]   -     2   24
 2598  O    2   0  [52, 0, 0, 0]   4     210    3   0   [1,1,1,1]   0     0   35
 2598  R    2   0  [27, 1, 9, 5]   4     206   24   2   [3,10,19,29]   0     1   35
 2599  O    2   0  [54, 0, 0, 0]   4     146    3   0   [1,1,1,1]   0     0   16
 2599  R    2   0  [26, 4, 4, 2]   4     183    5   1   [3,7,7,0]   0     2   30

=== second 5 (frames 250–299) ===
frame  side sig qoff gains[4]        nlsf_i lag  cont per ltp[4]         ltpscl seed bytes
  250  O    2   0  [35, 3, 2, 5]   4      57    3   0   [4,7,3,3]   0     0   23
  250  R    2   0  [26, 4, 4, 3]   4      60    5   2   [5,13,7,20]   0     2   32
  251  O    2   0  [29, 6, 4, 3]   4      58    3   0   [3,3,7,0]   0     0   32
  251  R    2   0  [25, 4, 3, 3]   0      62    2   2   [18,5,26,24]   0     3   24
  252  O    2   0  [30, 4, 3, 3]   4      58    3   0   [3,2,7,0]   0     0   26
  252  R    2   0  [23, 4, 4, 4]   2      62    1   1   [1,13,0,0]   0     2   27
  253  O    2   0  [28, 2, 3, 5]   4      59    3   1   [3,9,3,12]   0     0   36
  253  R    2   0  [22, 4, 4, 4]   4      64    0   2   [18,23,18,18]   0     2   31
  254  O    2   0  [26, 3, 6, 5]   4      60    3   0   [7,7,4,7]   0     0   31
  254  R    2   0  [22, 3, 4, 4]   1      66    5   2   [10,10,18,19]   0     3   27
  255  O    2   0  [29, 2, 2, 5]   4      58    3   0   [0,7,3,2]   0     0   29
  255  R    2   0  [21, 4, 4, 4]   4      62   20   0   [7,0,7,3]   0     1   35
  256  O    2   0  [30, 1, 7, 1]   4     137    3   2   [7,7,7,7]   0     0   33
  256  R    2   0  [21, 5, 3, 5]   4      64   22   0   [0,0,0,0]   0     3   39
  257  O    2   0  [30, 1, 7, 2]   4     136    3   1   [3,3,12,15]   0     0   28
  257  R    2   0  [22, 4, 4, 4]   4     143    1   1   [10,2,0,11]   0     0   19
  258  O    2   0  [28, 7, 0, 5]   4     138    3   1   [0,9,12,3]   0     0   29
  258  R    2   0  [22, 4, 5, 4]   1     144    7   1   [7,0,7,10]   0     0   27
  259  O    2   0  [28, 9, 0, 1]   4     210    3   1   [3,15,3,3]   0     0   31
  259  R    2   0  [23, 5, 7, 2]   4     133   14   2   [7,7,28,7]   0     0   33
  260  O    2   0  [28, 2, 7, 1]   4     120    3   0   [7,1,0,2]   0     0   30
  260  R    1   0  [22, 5, 4, 5]   4       -    -   -   [-,-,-,-]   -     1   27
  261  O    2   0  [28, 2, 4,10]   4     114    3   0   [1,0,5,7]   0     0   29
  261  R    1   0  [24, 2, 4, 5]   4       -    -   -   [-,-,-,-]   -     1   22
  262  O    2   0  [27, 0, 3, 3]   4      14    2   2   [7,7,19,7]   0     0   29
  262  R    1   0  [28, 1, 0, 4]   4       -    -   -   [-,-,-,-]   -     1   23
  263  O    2   0  [22, 3, 4, 4]   4      32    8   2   [7,7,7,10]   0     0   29
  263  R    1   1  [19, 3, 4, 4]   4       -    -   -   [-,-,-,-]   -     2   31
  264  O    2   0  [26, 1, 3, 5]   4     199    3   1   [10,12,3,3]   0     0   28
  264  R    1   0  [18, 6, 4, 3]   4       -    -   -   [-,-,-,-]   -     1   29
  265  O    2   0  [21, 0, 1, 4]   4     234    3   1   [3,3,3,3]   0     0   31
  265  R    0   1  [19, 2, 2, 2]   4       -    -   -   [-,-,-,-]   -     0   25
  266  O    0   0  [10, 2, 6, 2]   4       -    -   -   [-,-,-,-]   -     0   26
  266  R    0   1  [12, 3, 3, 4]   4       -    -   -   [-,-,-,-]   -     1   20
  267  O    2   0  [ 8, 5, 2, 4]   4     217    3   2   [7,7,7,7]   0     0   32
  267  R    0   1  [10, 4, 3, 4]   4       -    -   -   [-,-,-,-]   -     1   20
  268  O    2   0  [ 8, 4, 4, 3]   4     215    3   0   [4,0,1,0]   0     0   29
  268  R    0   1  [ 9, 4, 4, 4]   4       -    -   -   [-,-,-,-]   -     3   21
  269  O    2   0  [ 8, 3, 4, 5]   4     197    3   2   [7,7,27,7]   0     0   34
  269  R    0   1  [ 9, 4, 4, 4]   0       -    -   -   [-,-,-,-]   -     1   18
  270  O    2   0  [ 9, 5, 2, 6]   4     107    3   2   [7,24,3,18]   0     0   28
  270  R    0   1  [ 9, 4, 4, 4]   4       -    -   -   [-,-,-,-]   -     2   19
  271  O    0   0  [10, 2, 4, 5]   4       -    -   -   [-,-,-,-]   -     0   32
  271  R    0   1  [ 9, 5, 4, 4]   4       -    -   -   [-,-,-,-]   -     1   23
  272  O    2   0  [12, 3, 4, 6]   4     195    3   0   [1,0,0,1]   0     0   27
  272  R    0   1  [10, 4, 4, 5]   4       -    -   -   [-,-,-,-]   -     0   24
  273  O    2   0  [12, 4, 4, 4]   4     224    3   2   [0,7,31,7]   0     0   32
  273  R    0   1  [12, 4, 4, 4]   4       -    -   -   [-,-,-,-]   -     0   20
  274  O    2   0  [14, 3, 4, 5]   4      82    3   2   [7,7,7,25]   0     0   25
  274  R    0   1  [12, 4, 4, 4]   4       -    -   -   [-,-,-,-]   -     0   22
  275  O    2   0  [12, 4, 3, 3]   4      84    3   1   [9,10,12,15]   0     0   34
  275  R    0   1  [12, 4, 4, 4]   4       -    -   -   [-,-,-,-]   -     0   22
  276  O    2   0  [11, 5, 2, 4]   4     225    3   1   [3,3,3,12]   0     0   30
  276  R    0   1  [12, 4, 4, 3]   4       -    -   -   [-,-,-,-]   -     0   20
  277  O    2   0  [10, 5, 4, 3]   4     240    3   2   [7,2,7,7]   0     0   32
  277  R    0   1  [11, 4, 4, 4]   4       -    -   -   [-,-,-,-]   -     0   22
  278  O    2   0  [12, 3, 4, 5]   4      80    3   0   [3,0,0,1]   0     0   25
  278  R    0   1  [11, 4, 4, 4]   4       -    -   -   [-,-,-,-]   -     3   21
  279  O    2   0  [10, 4, 5, 2]   4     253    3   0   [0,1,1,1]   0     0   30
  279  R    0   1  [11, 4, 4, 4]   4       -    -   -   [-,-,-,-]   -     2   19
  280  O    2   0  [10, 5, 3, 4]   4     152    3   0   [1,3,0,1]   0     0   30
  280  R    0   1  [11, 4, 4, 4]   4       -    -   -   [-,-,-,-]   -     0   15
  281  O    2   0  [11, 3, 4, 4]   4     172    3   0   [1,1,1,0]   0     0   35
  281  R    0   1  [11, 4, 4, 4]   4       -    -   -   [-,-,-,-]   -     0   23
  282  O    2   0  [ 9, 4, 4, 2]   4     247    3   2   [7,7,7,30]   0     0   29
  282  R    0   1  [11, 3, 4, 4]   4       -    -   -   [-,-,-,-]   -     3   22
  283  O    2   0  [ 7, 3, 5, 3]   4     247    3   0   [1,1,1,0]   0     0   27
  283  R    0   1  [ 9, 4, 4, 4]   4       -    -   -   [-,-,-,-]   -     0   16
  284  O    2   0  [ 6, 3, 4, 4]   4     155    3   0   [7,1,1,1]   0     0   32
  284  R    0   1  [ 8, 4, 4, 4]   4       -    -   -   [-,-,-,-]   -     3   20
  285  O    2   0  [ 8, 4, 4, 4]   4     188    3   0   [1,1,3,0]   0     0   26
  285  R    0   1  [ 8, 4, 4, 4]   1       -    -   -   [-,-,-,-]   -     0   21
  286  O    2   0  [ 7, 4, 4, 3]   4     236    3   2   [7,7,7,7]   0     0   34
  286  R    0   1  [ 8, 4, 4, 4]   4       -    -   -   [-,-,-,-]   -     3   17
  287  O    2   0  [ 8, 4, 4, 5]   4      84    3   0   [1,0,3,0]   0     0   25
  287  R    0   1  [ 8, 4, 4, 4]   4       -    -   -   [-,-,-,-]   -     2   21
  288  O    2   0  [ 6, 4, 4, 4]   4      54    3   2   [7,7,7,25]   0     0   33
  288  R    0   1  [ 8, 4, 4, 4]   4       -    -   -   [-,-,-,-]   -     0   24
  289  O    2   0  [ 7, 4, 6, 2]   4     246    3   0   [7,2,1,1]   0     0   30
  289  R    0   1  [ 8, 4, 4, 5]   4       -    -   -   [-,-,-,-]   -     1   24
  290  O    2   0  [ 8, 3, 5, 3]   4     194    3   2   [7,7,30,20]   0     0   27
  290  R    0   1  [ 9, 4, 4, 4]   4       -    -   -   [-,-,-,-]   -     0   15
  291  O    2   0  [ 5, 5, 4, 5]   4     171    3   2   [18,7,7,20]   0     0   36
  291  R    0   1  [ 8, 4, 4, 4]   4       -    -   -   [-,-,-,-]   -     1   19
  292  O    2   0  [ 7, 3, 6, 4]   4     101    3   1   [3,10,3,3]   0     0   31
  292  R    0   1  [ 8, 4, 4, 5]   2       -    -   -   [-,-,-,-]   -     2   21
  293  O    2   0  [ 9, 3, 4, 5]   4       0   11   0   [1,1,1,1]   0     0   24
  293  R    0   1  [ 9, 4, 4, 4]   0       -    -   -   [-,-,-,-]   -     2   16
  294  O    2   0  [ 7, 5, 3, 4]   4     252    3   1   [3,10,3,15]   0     0   28
  294  R    0   1  [ 9, 4, 4, 4]   4       -    -   -   [-,-,-,-]   -     0   17
  295  O    2   0  [ 6, 4, 4, 3]   4       0    4   0   [3,0,1,0]   0     0   31
  295  R    0   1  [ 9, 3, 4, 4]   2       -    -   -   [-,-,-,-]   -     0   18
  296  O    2   0  [10, 9,16, 0]   4     216    3   0   [0,1,7,2]   0     0   33
  296  R    1   0  [ 8, 4,14,12]   1       -    -   -   [-,-,-,-]   -     3   21
  297  O    1   0  [29, 0, 6, 3]   4       -    -   -   [-,-,-,-]   -     0   34
  297  R    1   0  [26, 7, 4, 3]   0       -    -   -   [-,-,-,-]   -     0   22
  298  O    2   0  [32, 4, 5, 5]   4      44    1   2   [1,18,7,7]   0     0   30
  298  R    1   0  [28, 5, 4, 5]   4       -    -   -   [-,-,-,-]   -     2   28
  299  O    2   0  [34, 0, 2, 5]   4      51    3   1   [10,3,0,0]   0     0   30
  299  R    2   0  [29, 4, 2, 3]   4      54   13   0   [3,2,0,2]   0     0   34

=== second 1 (frames 50–99) ===
frame  side sig qoff gains[4]        nlsf_i lag  cont per ltp[4]         ltpscl seed bytes
   50  O    0   0  [17, 3, 3, 3]   4       -    -   -   [-,-,-,-]   -     0   27
   50  R    0   0  [16, 4, 4, 4]   4       -    -   -   [-,-,-,-]   -     2   22
   51  O    0   0  [15, 4, 3, 4]   4       -    -   -   [-,-,-,-]   -     0   31
   51  R    0   1  [16, 4, 4, 3]   4       -    -   -   [-,-,-,-]   -     0   22
   52  O    2   0  [15, 2, 6, 3]   4     224    3   1   [3,3,3,13]   0     0   32
   52  R    0   1  [15, 4, 3, 4]   4       -    -   -   [-,-,-,-]   -     0   27
   53  O    2   0  [16, 4, 5, 5]   4       3    2   2   [7,18,18,25]   0     0   27
   53  R    0   1  [14, 4, 4, 6]   1       -    -   -   [-,-,-,-]   -     0   26
   54  O    2   0  [21, 4, 2, 5]   4       4    8   0   [7,0,1,1]   0     0   38
   54  R    1   0  [17, 6, 4, 3]   4       -    -   -   [-,-,-,-]   -     0   27
   55  O    2   0  [19, 2, 5, 1]   4     190    3   0   [1,7,1,1]   0     0   23
   55  R    0   1  [18, 3, 4, 3]   4       -    -   -   [-,-,-,-]   -     3   25
   56  O    2   0  [14, 6, 5, 6]   4       7   10   2   [27,7,7,30]   0     0   33
   56  R    0   1  [14, 4, 5, 5]   4       -    -   -   [-,-,-,-]   -     1   27
   57  O    2   0  [23, 5, 3, 9]   4      19   12   2   [10,19,10,8]   0     0   24
   57  R    1   1  [18, 6, 4, 4]   4       -    -   -   [-,-,-,-]   -     0   31
   58  O    2   0  [33, 0, 7, 3]   4     244    3   0   [7,1,4,4]   0     0   37
   58  R    1   0  [27, 7, 1, 7]   4       -    -   -   [-,-,-,-]   -     2   25
   59  O    2   0  [36, 6, 3, 2]   4      29    2   2   [8,31,18,31]   0     0   29
   59  R    2   0  [30, 6, 5, 4]   4      31    1   2   [3,29,24,5]   0     2   29
   60  O    2   0  [38, 2, 7, 4]   4      28    2   2   [18,31,31,31]   0     0   32
   60  R    2   0  [32, 4, 5, 5]   4      31    5   2   [1,22,16,11]   0     2   28
   61  O    2   0  [45, 0, 0, 7]   4      29    1   2   [31,31,25,18]   0     0   28
   61  R    2   0  [35, 4, 4, 3]   2      31    6   2   [8,29,19,4]   0     0   21
   62  O    2   0  [39, 0, 2, 0]   4      32   22   0   [2,0,3,1]   0     0   26
   62  R    2   0  [34, 3, 2, 3]   4      37   19   1   [1,12,10,3]   0     2   31
   63  O    2   0  [30, 5, 2, 0]   4     227    3   2   [7,7,7,7]   0     0   33
   63  R    2   0  [28, 4, 4, 4]   2      91   15   1   [3,9,11,6]   0     1   31
   64  O    2   0  [29, 2,16, 0]   4     255    3   0   [1,1,1,1]   0     0   32
   64  R    1   0  [25, 5, 9,12]   4       -    -   -   [-,-,-,-]   -     3   32
   65  O    2   0  [34, 0, 0,18]   4     224    3   1   [3,3,3,4]   0     0   28
   65  R    1   0  [35, 0, 0, 6]   4       -    -   -   [-,-,-,-]   -     1   19
   66  O    2   0  [37,10, 4, 7]   4     240    3   1   [14,10,3,4]   0     0   32
   66  R    1   0  [34, 4, 7, 6]   4       -    -   -   [-,-,-,-]   -     2   29
   67  O    2   0  [47, 0, 0, 5]   4      28    2   2   [7,7,7,0]   0     0   27
   67  R    2   0  [40, 3, 2, 2]   4      32    1   2   [23,3,0,0]   0     3   33
   68  O    2   0  [42, 2, 5, 5]   4      30    2   1   [15,2,10,15]   0     0   35
   68  R    2   0  [35, 4, 4, 5]   4      33    4   2   [16,3,10,2]   0     3   34
   69  O    2   0  [44, 4, 4, 5]   4      28    2   1   [10,10,10,0]   0     0   27
   69  R    2   0  [36, 5, 4, 5]   4      32    2   2   [18,10,22,12]   0     3   36
   70  O    2   0  [46, 3, 4, 6]   4      26    1   2   [0,23,31,7]   0     0   29
   70  R    2   0  [39, 5, 4, 3]   4      31    9   2   [2,0,2,0]   0     1   30
   71  O    2   0  [50, 0, 1, 6]   4      30    1   2   [0,6,21,0]   0     0   26
   71  R    2   0  [39, 4, 4, 4]   1      31    3   2   [14,2,2,1]   0     1   31
   72  O    2   0  [47, 2, 2, 5]   4      31    8   0   [3,3,3,4]   0     0   39
   72  R    2   0  [40, 4, 4, 4]   4      32    6   2   [15,22,0,22]   0     2   24
   73  O    2   0  [48, 2, 4, 5]   4      35    8   1   [4,1,14,7]   0     0   22
   73  R    2   0  [40, 5, 4, 4]   1      35    8   1   [1,1,1,7]   0     0   24
   74  O    2   0  [48, 6, 0, 5]   4      39    1   1   [7,2,5,4]   0     0   30
   74  R    2   0  [41, 5, 7, 5]   1      38    8   2   [24,28,13,16]   0     2   27
   75  O    2   0  [47, 0, 0, 5]   4      42    8   2   [1,5,14,0]   0     0   35
   75  R    2   0  [46, 3, 3, 2]   4      41    1   2   [5,5,5,25]   0     0   25
   76  O    2   0  [44, 4, 3, 6]   4      48    3   1   [5,1,15,15]   0     0   26
   76  R    2   0  [41, 3, 4, 3]   4      47   15   2   [0,3,15,20]   0     2   33
   77  O    2   0  [47, 1, 4, 4]   4      50    3   0   [1,3,4,2]   0     0   31
   77  R    2   0  [39, 4, 4, 4]   3      51    0   2   [1,24,3,4]   0     0   32
   78  O    2   0  [47, 1, 4, 4]   4      45    2   1   [15,15,2,5]   1     0   29
   78  R    2   0  [39, 5, 4, 4]   1      48   16   2   [2,16,1,4]   0     1   29
   79  O    2   0  [50, 3, 3, 2]   4      43    1   2   [4,25,30,11]   0     0   21
   79  R    2   0  [41, 6, 4, 4]   4      44    9   2   [29,26,16,13]   0     1   28
   80  O    2   0  [49, 0, 0, 0]   4      43    1   2   [25,24,10,0]   0     0   35
   80  R    2   0  [43, 3, 2, 3]   4      44    7   2   [11,12,1,0]   0     2   23
   81  O    2   0  [39, 5, 5, 3]   4      45    1   2   [26,29,26,27]   0     0   32
   81  R    2   0  [39, 4, 7, 4]   4      44    1   2   [3,6,16,28]   0     2   24
   82  O    2   0  [43, 1, 4, 2]   4      45    5   1   [14,6,4,4]   0     0   32
   82  R    2   0  [42, 2, 3, 4]   4      45    1   2   [14,1,2,2]   0     0   25
   83  O    2   0  [42, 1, 3, 8]   4      45    1   2   [3,15,26,27]   0     0   33
   83  R    2   0  [38, 4, 4, 4]   4      45    2   2   [12,17,15,8]   0     1   18
   84  O    2   0  [43, 0, 2, 1]   4      44    8   2   [19,14,18,10]   0     0   32
   84  R    2   0  [40, 4, 2, 2]   2      44    5   1   [11,13,2,2]   0     0   30
   85  O    2   0  [40, 2, 2, 1]   4     245    3   2   [7,7,7,7]   0     0   26
   85  R    2   0  [36, 6, 4, 1]   2      47    7   0   [7,4,0,0]   0     1   32
   86  O    2   0  [29, 3, 3, 5]   4     115    3   0   [1,1,0,4]   0     0   25
   86  R    1   1  [33, 1, 3, 3]   4       -    -   -   [-,-,-,-]   -     2   32
   87  O    0   0  [27, 3, 6, 6]   4       -    -   -   [-,-,-,-]   -     0   40
   87  R    1   1  [28, 5, 5, 5]   0       -    -   -   [-,-,-,-]   -     3   34
   88  O    1   1  [36, 6, 7, 3]   4       -    -   -   [-,-,-,-]   -     0   23
   88  R    1   0  [34, 5, 7, 6]   2       -    -   -   [-,-,-,-]   -     0   26
   89  O    2   0  [30, 1, 0, 0]   4     127    3   0   [1,1,1,7]   0     0   27
   89  R    1   0  [41, 0, 0, 0]   4       -    -   -   [-,-,-,-]   -     0   20
   90  O    2   0  [17, 2, 5, 1]   4     246    3   1   [3,3,3,3]   0     0   34
   90  R    0   0  [25, 0, 2, 3]   1       -    -   -   [-,-,-,-]   -     1   14
   91  O    2   0  [17,21, 6, 3]   4     128    3   1   [15,3,3,6]   1     0   32
   91  R    1   0  [16, 8,17, 7]   1       -    -   -   [-,-,-,-]   -     1   28
   92  O    2   0  [36, 6, 2, 5]   4     231    3   1   [14,3,3,3]   0     0   24
   92  R    1   0  [36, 4, 4, 4]   1       -    -   -   [-,-,-,-]   -     0   25
   93  O    1   1  [39, 4, 3, 2]   4       -    -   -   [-,-,-,-]   -     0   32
   93  R    1   1  [36, 5, 5, 4]   3       -    -   -   [-,-,-,-]   -     2   36
   94  O    2   0  [40, 3, 5, 3]   4      26    2   1   [12,3,9,10]   0     0   33
   94  R    1   1  [37, 4, 4, 4]   4       -    -   -   [-,-,-,-]   -     0   35
   95  O    2   0  [41, 4, 7, 1]   4      30    2   2   [27,25,31,0]   0     0   31
   95  R    2   0  [38, 4, 4, 5]   4      32    1   1   [3,0,8,1]   0     1   36
   96  O    2   0  [44, 6, 0, 2]   4      26   11   2   [8,1,26,17]   0     0   38
   96  R    2   0  [39, 4, 6, 4]   4      28   14   2   [19,16,17,4]   0     1   29
   97  O    2   0  [45, 0, 7, 0]   4      23    9   2   [8,14,1,1]   0     0   28
   97  R    2   0  [41, 4, 4, 3]   4      24    9   2   [6,8,21,1]   0     0   23
   98  O    2   0  [46, 1, 2, 1]   4      18    2   2   [31,7,31,18]   0     0   24
   98  R    2   0  [39, 3, 2, 2]   2      21    9   2   [14,14,18,3]   0     2   31
   99  O    2   0  [41, 2, 4, 4]   4      14    2   1   [3,3,3,15]   0     0   34
   99  R    2   0  [33, 3, 3, 4]   4      19    9   1   [11,6,14,5]   0     1   30

=== divergence summary (all frames) ===
frames compared: 6000
signal_type mismatch: 2778 (46.3%)
quant_offset mismatch: 1920 (32.0%)
avg |gain diff| per subframe: 2.67
nlsf_interp mismatch: 1606 (26.8%)
voiced_both: 2913
  LTP per_index mismatch: 1777 (61.0%)
  avg |ltp_index diff| per subframe: 9.66
  avg |lag diff|: 11.56
total bytes: ours=180009 ref=164253 ratio=1.096
